Product_code,Vendor_code,Name,Retail_price,Base_unit,Country_of_Origin,Size,ABV
5343,Boulder Beer,Boulder Beer Spaceman 0.355,400.0,Pieces,USA,0.355,9.0
5308,,Bowl Cut,,,,,
4686,Kinsmen ,Bowl Cut All Weather Conditions 0.33,300.0,Pieces,USA,0.33,12.0
5310,Kinsmen ,Bowl Cut Love Age 0.5,300.0,Pieces,USA,0.5,4.5
5309,Kinsmen ,Bowl Cut Sabrosours Mex 0.5,350.0,Pieces,USA,0.5,5.5
3866,,Brabant,,,,,
3867,Brabant,Brabant Lambic Magerat  0.75,2700.0,Pieces,Belgium,0.75,6.5
83,,Brasserie des Franches-Montagnes,,,,,
120,Brasserie des Franches-Montagnes,"Brasserie des Franches-Montagnes Abbaye de Saint Bon-Chien / sour BA / 11% / 0,375 but.",1330.0,Pieces,Switzerland,0.375,11.0
121,Brasserie des Franches-Montagnes,"Brasserie des Franches-Montagnes Abbaye de Saint Bon-Chien / sour BA / 11% / 0,75 but.",2100.0,Pieces,Switzerland,0.75,11.0
119,Brasserie des Franches-Montagnes,"Brasserie des Franches-Montagnes V2Saison / saison / 6% 0,75 but.",1300.0,Pieces,Switzerland,0.75,6.0
135,Brasserie dOrval,"Brasserie dOrval Orval / belgian ale / 6,2% / 0,but.",350.0,Pieces,Belgium,0.33,6.2
5250,,Brasserie du Bocq Tete De Mort 0.33,400.0,Pieces,,0.33,8.1
532,Dupont,"Brasserie Dupont / Saison Dry Hopping / 6,5%",880.0,Liters,Belgium,1.0,6.5
74,,Brasserie La Debauche,,,,,
303,Brasserie La Debauche,"Brasserie La Debauche / Black Ale India Stout / stout / 8,0%",880.0,Liters,France,1.0,8.0
113,Brasserie La Debauche,"Brasserie La Debauche Menestho / oatmeal stout / 5,5% / 0,but.",340.0,Pieces,France,0.33,5.5
114,Brasserie La Debauche,"Brasserie La Debauche Nevermore / imperial stout BA / 9,5% / 0,but.",450.0,Pieces,France,0.33,9.5
115,Brasserie La Debauche,"Brasserie La Debauche Slap a Caner / barleywine / 12% / 0,but.",350.0,Pieces,France,0.33,12.0
137,Brasserie Rochefort,"Brasserie Rochefort / Rochefort Trappistes / quadrupel / 11,3% / 0,but.",520.0,Pieces,Belgium,0.33,11.3
136,Brasserie Rochefort,"Brasserie Rochefort / Rochefort Trappistes 8 / belgian strong ale / 9,2% / 0,but.",380.0,Pieces,Belgium,0.33,9.2
3721,Brekeriet,Brekerier Salt & Pepper 0.33,500.0,Pieces,Sweden,0.33,4.2
84,,Brekeriet,,,,,
311,Brekeriet,Brekeriet  / Saison / saison / 6.5%,800.0,Liters,Sweden,1.0,6.5
1174,Brekeriet,"Brekeriet & Pipeworks Swedish Ninja / sour / 8% / 0,75",1100.0,Pieces,Sweden,0.75,8.0
2251,Brekeriet,"Brekeriet Alpha Beta BW 4,7% / 0,33",620.0,Pieces,Sweden,0.33,4.7
3725,Brekeriet,Brekeriet Aurora 0.75,1400.0,Pieces,Sweden,0.75,7.0
2896,Brekeriet,Brekeriet Bazar Special Barrel 20L,1520.0,Liters,Sweden,1.0,5.3
946,Brekeriet,"Brekeriet Berliner Raz / berliner weisse / 5,3% / 0,but",450.0,Pieces,Sweden,0.33,5.3
2252,Brekeriet,"Brekeriet Berliner Spazz BW 5,3% / 0,33",620.0,Pieces,Sweden,0.33,5.3
150,Brekeriet,"Brekeriet Blondette / sour/wild ale / 6% / 0,75 but.",800.0,Pieces,Sweden,0.75,6.0
153,Brekeriet,"Brekeriet Brillant / saison / 5.5% / 0,but.",320.0,Pieces,Sweden,0.33,5.5
2871,Brekeriet,Brekeriet Bror 0.375,900.0,Pieces,Sweden,0.375,6.0
3724,Brekeriet,Brekeriet Cassis 0.375,1100.0,Pieces,Sweden,0.375,6.5
2899,Brekeriet,Brekeriet Fruit Bonanza 0.33,650.0,Pieces,Sweden,0.33,5.3
2900,Brekeriet,Brekeriet Fruit Bonanza Barrel 20L,1600.0,Liters,Sweden,1.0,5.3
1400,Brekeriet,"Brekeriet Fruit salad / 5,3% / 0,75",1250.0,Pieces,Sweden,0.75,5.3
2253,Brekeriet,"Brekeriet Howdy 4,6% / 0,375",850.0,Pieces,Sweden,0.375,4.6
614,Brekeriet,"Brekeriet Lady in Satin / 9% / 0,33",850.0,Pieces,Sweden,0.75,9.0
3723,Brekeriet,Brekeriet Pavlova 0.33,600.0,Pieces,Sweden,0.33,6.5
1390,Brekeriet,"Brekeriet Picnic Sunrise / 2,7% / 0,33",480.0,Pieces,Sweden,0.33,2.7
2240,Brekeriet,"Brekeriet Pink Passion 4,7% Barrel",1600.0,Liters,Sweden,1.0,4.7
2254,Brekeriet,"Brekeriet Pink Passion BW 4,7% / 0,33",620.0,Pieces,Sweden,0.33,4.7
1391,Brekeriet,"Brekeriet Purple Rain / 4,7% / 0,33",550.0,Pieces,Sweden,0.33,4.7
2898,Brekeriet,Brekeriet Purple Rain Barrel 20L,1400.0,Liters,Sweden,1.0,5.3
3722,Brekeriet,Brekeriet Purpur 0.375,1000.0,Pieces,Sweden,0.375,3.5
613,Brekeriet,"Brekeriet Rhuboise / 6% / 0,33",450.0,Pieces,Sweden,0.33,6.0
2873,Brekeriet,Brekeriet Rips 0.375,1050.0,Pieces,Sweden,0.375,3.5
154,Brekeriet,"Brekeriet Saison / saison / 6.5% / 0,but.",350.0,Pieces,Sweden,0.33,6.5
1521,Brekeriet,Brekeriet Saza 0.75,1000.0,Pieces,Sweden,0.75,7.0
2872,Brekeriet,Brekeriet Sieben 0.375,900.0,Pieces,Sweden,0.375,5.5
3720,Brekeriet,Brekeriet Slice & Dice 0.33,530.0,Pieces,Sweden,0.33,4.7
947,Brekeriet,"Brekeriet Sour & Salt / gose / 4,6% / 0,but",400.0,Pieces,Sweden,0.33,4.6
151,Brekeriet,"Brekeriet Sourbon / sour/wild ale / 5.5% / 0,75 but.",800.0,Pieces,Sweden,0.75,5.5
152,Brekeriet,"Brekeriet Sur Kaskad / sour/wild ale / 5.3% / 0,75 but.",900.0,Pieces,Sweden,0.75,5.3
1792,Brekeriet,Brekeriet Wild & Juicy / 7.2% / 0.33,500.0,Pieces,Sweden,0.33,7.2
2895,Brekeriet,Brekeriet Wrapped In Red 0.33,620.0,Pieces,Sweden,0.33,5.6
2897,Brekeriet,Brekeriet Wrapped In Red Barrel 20L,1440.0,Liters,Sweden,1.0,5.6
2724,Brekeriet,Brekeriet Zaharra 20L,1520.0,Liters,Sweden,1.0,6.0
2255,Brekeriet,"Brekeriet Zaharra 6% / 0,375",850.0,Pieces,Sweden,0.375,6.0
4427,,Brew By Numbers,,,,,
2463,Brew By Numbers,"Brew By Numbers 01/Saison Motueka & Lime 0,33",450.0,Pieces,United Kingdom,0.33,5.0
2464,Brew By Numbers,"Brew By Numbers 01/Saison Wai-iti & Lemon 0,33",450.0,Pieces,United Kingdom,0.33,6.3
2462,Brew By Numbers,Brew By Numbers BBN,,,,,
1364,BrewDog,Brew Dog Hop Fiction / Pale Ale / 5.2%,880.0,Liters,United Kingdom,1.0,5.2
42,BrewDog,Brewdog,,,United Kingdom,,
2276,BrewDog,BrewDog & Birrificio Italiano Grano Giusto / 5.6%,1000.0,Liters,United Kingdom,1.0,5.6
2277,BrewDog,BrewDog & La Pirata AL Abordaje! / 9%,1120.0,Liters,United Kingdom,1.0,9.0
343,BrewDog,BrewDog / Black Hammer / black IPA / 7.2%,760.0,Liters,United Kingdom,1.0,7.2
335,BrewDog,BrewDog / Hardcore IPA / imperial IPA / 9.2%,880.0,Liters,United Kingdom,1.0,9.2
339,BrewDog,"BrewDog / Jack Hammer / IPA / 7,2%",920.0,Liters,United Kingdom,1.0,7.2
650,BrewDog,"BrewDog / JET BLACK HEART / 4,7%",800.0,Liters,United Kingdom,1.0,4.7
274,BrewDog,Brewdog 5 A.M. Saint / red ale / 5% / 0./ but,330.0,Pieces,United Kingdom,0.33,5.0
263,BrewDog,"Brewdog Abstract AB:/ american strong ale / 13,1% / 0,375 / but",1350.0,Pieces,United Kingdom,0.375,13.1
1277,BrewDog,"Brewdog Abstrakt AB:/ Imperial Stout / 12,5 % / 0.375 / but",1200.0,Pieces,United Kingdom,0.375,12.5
289,BrewDog,Brewdog Abstrakt AB:/ saison / 13.1% / 0.375 / but,1350.0,Pieces,United Kingdom,0.375,13.1
2302,BrewDog,Brewdog Abstrakt AB:12% Barrel,2000.0,Liters,United Kingdom,1.0,12.0
2306,BrewDog,"Brewdog Abstrakt AB11,5% 0,375",1000.0,Pieces,United Kingdom,0.375,11.5
2305,BrewDog,"Brewdog Abstrakt AB14,2% 0,375",1000.0,Pieces,United Kingdom,0.375,14.0
253,BrewDog,"Brewdog Ace Of Chinook / session IPA / 4,5% / 0,/ but",300.0,Pieces,United Kingdom,0.33,4.5
261,BrewDog,"Brewdog Ace Of Citra / session IPA / 4,5% / 0,/ but",300.0,Pieces,United Kingdom,0.33,4.5
652,BrewDog,"Brewdog Ace of Equinox / session IPA / 4,5% / 0,but",300.0,Pieces,United Kingdom,0.33,4.5
3239,BrewDog,Brewdog Albino Squid Assasin 0.33,350.0,Pieces,United Kingdom,0.33,7.4
2958,BrewDog,"Brewdog Beatnik Raspberry Cheesecake Imperial Stout 8,9% Barrel",960.0,Liters,United Kingdom,1.0,8.9
3122,BrewDog,"Brewdog Beetle Mania / Barleywine / 11,5%",450.0,Pieces,United Kingdom,0.33,11.5
290,BrewDog,Brewdog Black Eyed King Imp / imperial stout / 12.7% / 0./ zh/b,950.0,Pieces,United Kingdom,0.33,12.7
820,BrewDog,Brewdog Born To Die 17.03.2017,400.0,Pieces,United Kingdom,0.66,9.5
3092,BrewDog,Brewdog Brutalist / Brut IPA / 6% / 0.33,280.0,Pieces,United Kingdom,0.33,6.0
3245,BrewDog,Brewdog Caramel Carousel 0.33,380.0,Pieces,United Kingdom,0.33,8.0
2188,BrewDog,BrewDog Choco Libre,960.0,Liters,United Kingdom,1.0,8.2
2161,BrewDog,"BrewDog Choco Libre 8.2% / 0,330",350.0,Pieces,United Kingdom,0.33,8.2
3241,BrewDog,Brewdog Clockwork Tangerine 0.33,350.0,Pieces,United Kingdom,0.33,4.5
4329,BrewDog,Brewdog Clockwork Tangerine 0.33,330.0,Pieces,United Kingdom,0.33,4.5
4325,BrewDog,Brewdog Clockwork Tangerine Barrel,880.0,Liters,United Kingdom,1.0,4.5
3244,BrewDog,Brewdog Cloudy Clarity 0.33,380.0,Pieces,United Kingdom,0.33,4.2
2018,BrewDog,BrewDog Coca Psycho,1120.0,Liters,United Kingdom,1.0,10.0
1152,BrewDog,"Brewdog Cocoa Psycho / imperial stout / 0,33",520.0,Pieces,United Kingdom,0.33,10.0
4883,BrewDog,Brewdog Cocoa Psycho 0.33,450.0,Pieces,United Kingdom,0.33,10.0
2933,BrewDog,Brewdog Coin-Op Kaiser Double Pilsner Barrel,920.0,Liters,United Kingdom,1.0,6.0
3242,BrewDog,Brewdog Cybernaut 0.33,350.0,Pieces,United Kingdom,0.33,4.5
1021,BrewDog,"Brewdog Dead Pony Club / pale ale / 3,8% / 0,/ but",330.0,Pieces,United Kingdom,0.33,3.8
251,BrewDog,"Brewdog Dead Pony Club / pale ale / 3,8% / 0,/ zh/b",300.0,Pieces,United Kingdom,0.33,3.8
271,BrewDog,Brewdog Dead Pony Club / pale ale / 3.8% / 0.66 / but,540.0,Pieces,United Kingdom,0.66,3.8
4884,BrewDog,Brewdog Dead Pony Club 0.Can,330.0,Pieces,United Kingdom,0.33,3.8
291,BrewDog,Brewdog Dog B / imperial stout / 15.1% / 0./ but,1000.0,Pieces,United Kingdom,0.33,15.1
273,BrewDog,Brewdog Dog C / imperial stout / 15.1% / 0./ but,1000.0,Pieces,United Kingdom,0.33,15.1
272,BrewDog,Brewdog Dog D / imperial stout / 16.1% / 0./ but,1100.0,Pieces,United Kingdom,0.33,16.1
1179,BrewDog,Brewdog Dog F,1000.0,Pieces,United Kingdom,0.33,17.5
3123,BrewDog,"Brewdog Dogtoberfest / Marzen / 5,3%",300.0,Pieces,United Kingdom,0.33,5.3
3243,BrewDog,Brewdog Double Agent 0.33,380.0,Pieces,United Kingdom,0.33,7.0
5031,BrewDog,Brewdog Duopolis 0.33,350.0,Pieces,United Kingdom,0.33,4.7
813,BrewDog,BREWDOG ELECTRIC INDIA,880.0,Liters,United Kingdom,1.0,5.2
1057,BrewDog,"Brewdog Elvis Juice / fruit IPA / 6,6% / 0,Can",330.0,Pieces,United Kingdom,0.33,6.5
784,BrewDog,Brewdog Elvis Juice / fruit IPA / 6.6% / 0.but.,330.0,Pieces,United Kingdom,0.33,6.5
3584,BrewDog,"BrewDog Elvis Juice 0,but",350.0,Pieces,United Kingdom,0.33,6.5
651,BrewDog,BrewDog Elvis Juice Barrel,880.0,Liters,United Kingdom,1.0,6.5
4007,BrewDog,Brewdog Elvis Juice Barrel20,920.0,Liters,United Kingdom,1.0,6.5
3094,BrewDog,"Brewdog Flux Factory / IPA / 6,1% / 0,33",280.0,Pieces,United Kingdom,0.33,6.1
4687,BrewDog,BrewDog Funk x Punk Barrel 20l,960.0,Liters,United Kingdom,1.0,5.5
3118,BrewDog,"Brewdog Get Out Claus / Double Stout / 8,2%",330.0,Pieces,United Kingdom,0.33,8.2
275,BrewDog,Brewdog Hardcore IPA / imperial IPA / 9.2% / 0./ but,420.0,Pieces,United Kingdom,0.33,9.2
2159,BrewDog,Brewdog Hazy Jane 6.5%,330.0,Pieces,United Kingdom,0.33,7.2
5041,BrewDog,Brewdog Hazy Jane Alcohol Free IPA B/A 0.33,280.0,Pieces,United Kingdom,,
2158,BrewDog,Brewdog Hazy Jane Barrel,880.0,Liters,United Kingdom,1.0,7.2
4006,BrewDog,Brewdog Hazy Jane IPA 0.33,350.0,Pieces,United Kingdom,0.33,5.0
4009,BrewDog,Brewdog Hazy Jane IPA Barrel20,960.0,Liters,United Kingdom,1.0,7.2
252,BrewDog,"Brewdog Hop Fiction / pale ale / 5,2% / 0,/ but",300.0,Pieces,United Kingdom,0.33,5.2
2951,BrewDog,Brewdog Hop Fiction Pale Ale Can 0.33,330.0,Pieces,United Kingdom,0.33,4.2
1905,BrewDog,BrewDog Indie Pale Ale Barrel 30L,800.0,Liters,United Kingdom,1.0,4.2
816,BrewDog,"Brewdog Jack Hammer / IPA / 7,2% / 0,/ ban",370.0,Pieces,United Kingdom,0.33,7.2
239,BrewDog,Brewdog Jack Hammer IPA / 7.2% / IBU250 / 0.33l,380.0,Pieces,United Kingdom,0.33,7.2
4324,BrewDog,Brewdog Jack Hammer IPA Barrel,920.0,Liters,United Kingdom,1.0,7.2
257,BrewDog,Brewdog Jet Black Heart,330.0,Pieces,United Kingdom,0.33,4.7
2214,BrewDog,Brewdog Jet Black Heart / Can 0.33,350.0,Pieces,United Kingdom,0.33,4.7
1992,BrewDog,Brewdog Jet Black Heart 4.7%,880.0,Liters,United Kingdom,1.0,4.7
2278,BrewDog,BrewDog Kamikaze Knitting Club / 7.5%,1000.0,Liters,United Kingdom,1.0,7.5
2160,BrewDog,"Brewdog Kamikaze Knitting Club 0,Can",350.0,Pieces,United Kingdom,0.33,7.5
470,BrewDog,"Brewdog KINGPIN / lager / 4,7% / 0,/ zh/b",330.0,Pieces,United Kingdom,0.33,4.7
2962,BrewDog,Brewdog Lost Lager 0.Bottle,350.0,Pieces,United Kingdom,0.33,4.7
2959,BrewDog,Brewdog Lost Lager 0.Can,330.0,Pieces,United Kingdom,0.33,4.7
3240,BrewDog,Brewdog Mistletoe Mafia 0.33,350.0,Pieces,United Kingdom,0.33,4.5
1959,BrewDog,Brewdog Nanny State B/A 0.33,350.0,Pieces,United Kingdom,,
2022,BrewDog,Brewdog Native Son / Can 0.33,350.0,Pieces,United Kingdom,0.33,8.5
2020,BrewDog,Brewdog Native Son Barrel,960.0,Liters,United Kingdom,1.0,8.5
3004,BrewDog,Brewdog Opaque Jake Barrel,920.0,Liters,United Kingdom,1.0,7.2
4327,BrewDog,Brewdog Origami Outlaw Barrel,880.0,Liters,United Kingdom,1.0,5.0
5032,BrewDog,Brewdog Overworks Cosmic Raspberry 0.33,420.0,Pieces,United Kingdom,0.33,4.5
5092,BrewDog,Brewdog Pale Ale 0.33,330.0,Pieces,United Kingdom,0.33,4.2
5096,BrewDog,Brewdog Pale Ale Barrel 20l,800.0,Liters,United Kingdom,1.0,4.2
3542,BrewDog,Brewdog Paradox Islay BA 0.33,1100.0,Pieces,United Kingdom,0.33,14.0
256,BrewDog,BrewDog PSYCHO Ghost Imperial Stout B Electric India 0.33,300.0,Pieces,United Kingdom,0.33,5.2
3586,BrewDog,"BrewDog Pulp Patriot 9,5% 0.33",400.0,Pieces,United Kingdom,0.33,9.5
3583,BrewDog,"BrewDog Pulp Patriot DIPA 9,5%",1000.0,Liters,United Kingdom,1.0,9.5
4376,BrewDog,Brewdog Punk AF Alcohol Free IPA B/A 0.33,300.0,Pieces,United Kingdom,,
1565,BrewDog,Brewdog Punk IPA / 0.66,550.0,Pieces,United Kingdom,0.66,5.6
238,BrewDog,Brewdog Punk IPA / 5.6% / IBU45 / 0.33l zh.b,330.0,Pieces,United Kingdom,0.33,5.6
1335,BrewDog,"Brewdog Punk IPA / IPA / 5,6% / 0,Bottle",330.0,Pieces,United Kingdom,0.33,5.6
4005,BrewDog,Brewdog Punk IPA 0.5 SM,400.0,Pieces,United Kingdom,0.5,5.6
4008,BrewDog,Brewdog Punk IPA Barrel30,880.0,Liters,United Kingdom,1.0,5.6
2952,BrewDog,Brewdog Quench Quake 0.33,350.0,Pieces,United Kingdom,0.33,4.6
2956,BrewDog,Brewdog Raspberry Blitz 0.5%,300.0,Pieces,United Kingdom,,
814,BrewDog,BrewDog Ray Hammer,880.0,Liters,United Kingdom,1.0,7.2
725,BrewDog,"Brewdog Rye Hammer / IPA / 7,2 / 0,ban",330.0,Pieces,United Kingdom,0.33,7.2
262,BrewDog,"Brewdog Shipwreck / american strong ale / 13,8% / 0,/ but",670.0,Pieces,United Kingdom,0.33,13.8
1499,BrewDog,BrewDog Slot Machine / Punk IPA,400.0,Liters,United Kingdom,1.0,5.6
1691,BrewDog,Brewdog Slot Machine Red Rye IPA / 5.2% / IBU55 / 0.33l zh.b,350.0,Pieces,United Kingdom,0.33,5.2
1690,BrewDog,Brewdog Slot Machine Red Rye IPA / 5.2% / IBU55 / 0.66l,500.0,Pieces,United Kingdom,0.66,5.2
3368,BrewDog,Brewdog Sticky Black 0.33,430.0,Pieces,United Kingdom,0.33,11.0
3120,BrewDog,"Brewdog Straight Up / IPA / 6,5%",960.0,Liters,United Kingdom,1.0,6.5
3093,BrewDog,"Brewdog Straight Up / IPA / 6,5% / 0,33",280.0,Pieces,United Kingdom,0.33,6.5
4689,BrewDog,BrewDog Sun Cloudwater: New England IPA Barrel,1080.0,Liters,United Kingdom,1.0,6.8
2921,BrewDog,Brewdog Technicolor Black Barrel,920.0,Liters,United Kingdom,1.0,6.5
3089,BrewDog,"BrewDog Totem 7,3%",960.0,Liters,United Kingdom,1.0,7.3
1181,BrewDog,"Brewdog Vagabond Pale Ale / 0,33",350.0,Pieces,United Kingdom,0.33,4.5
3121,BrewDog,"Brewdog Vermont Vampire / Black IPA / 7,3%",300.0,Pieces,United Kingdom,0.33,7.3
2215,BrewDog,Brewdog vs. Birrificio Italiano Grano Gusto / 0.33,300.0,Pieces,United Kingdom,0.33,5.6
2307,BrewDog,"Brewdog vs. Fierce Beer - Very Big Moose 12% 0,33",400.0,Pieces,United Kingdom,0.33,12.0
2216,BrewDog,Brewdog vs. La Pirata Al Abordage / 0.33,400.0,Pieces,United Kingdom,0.33,9.0
4688,BrewDog,Brewdog x Cloudwater - NEIPA 0.44,550.0,Pieces,United Kingdom,0.44,6.8
861,BrewDog,BrewDog Zeitgeist,760.0,Liters,United Kingdom,1.0,4.7
2021,BrewDog,"Brewdog Zeitgeist 0,33",350.0,Pieces,United Kingdom,0.33,4.7
2019,BrewDog,Brewdog Zeitgeist Barrel,800.0,Liters,United Kingdom,1.0,4.7
3119,BrewDog,"Brewdog Zombie Cake / porter / 5,5%",960.0,Liters,United Kingdom,1.0,5.5
3124,BrewDog,"Brewdog Zombie Cake / Porter / 5,5%",350.0,Pieces,United Kingdom,0.33,5.0
4885,BrewDog,Brewdog Zombie Cake 0.33,350.0,Pieces,United Kingdom,0.33,5.0
4326,BrewDog,Brewdog Zombie Cake Barrel,880.0,Liters,United Kingdom,1.0,5.0
1813,BrewDog,BrewDog Abstrakt AB:24,1300.0,Pieces,United Kingdom,0.375,12.0
1906,BrewDog,BrewDog Indi Pejl Ale Can,310.0,Pieces,United Kingdom,0.33,4.2
1811,BrewDog,BrewDog Santa Pous,200.0,Pieces,United Kingdom,0.33,4.5
1872,BrewDog,BrewDog Slot Mashin Barrel 20L,800.0,Liters,United Kingdom,1.0,5.2
1812,BrewDog,BrewDog Hoppi Kristmas,370.0,Pieces,United Kingdom,0.33,7.2
869,Brewfist,Brewfist,,,Sweden,,
2384,Brewfist,BrewFist,,,Sweden,,
306,Brewfist,Brewfist / Spaceman / IPA / 7%,800.0,Liters,Sweden,1.0,7.0
872,Brewfist,"Brewfist La Trinidad El Pedro / barleywine / 13,8% / 0.but",650.0,Pieces,Sweden,0.33,13.8
873,Brewfist,"Brewfist La Trinidad El Vasco / barleywine / 11,7% / 0.but",750.0,Pieces,Sweden,0.33,13.8
3036,Brewfist,Brewfist La Trinidad El Vasco Barrel,1600.0,Liters,Sweden,1.0,12.0
2385,Brewfist,"Brewfist Lady Peach / sour / 5,9%",700.0,Pieces,Sweden,0.33,5.9
3037,Brewfist,Brewfist Madame Galaxie Barrel,1400.0,Liters,Sweden,1.0,7.6
870,Brewfist,Brewfist Spaceman / IPA / 7% / 0.but,330.0,Pieces,Sweden,0.33,7.0
2388,Brewfist,"Brewfist Spaceman 7% 0,33",400.0,Pieces,Sweden,0.33,7.0
866,Brewfist,Brewfist Spaceman IPA,880.0,Liters,Sweden,1.0,7.0
767,Brewfist,Brewfist Spaceman IPA Grapefruit,920.0,Liters,Sweden,1.0,7.0
871,Brewfist,"Brewfist Spaghetti Western / imperial stout / 8,7% / 0.but",400.0,Pieces,Sweden,0.33,8.7
1155,Brewfist,"Brewfist Spaghetti Western Grappa Barrel / imperial stout BA / 8,7% / 0,33",700.0,Pieces,Sweden,0.33,10.8
2383,Brewfist,"Brewfist Vecchia Lodi Vintage 2010,8%",650.0,Pieces,Sweden,0.33,10.8
3462,,Brewlok,,,,,
3463,Brewlok,Brewlok Platonov 0.33,420.0,Pieces,Russia,0.33,8.5
3464,Brewlok,Brewlok Tsvetaeva 0.33,490.0,Pieces,Russia,0.33,11.0
85,,Brewski,,,,,
312,Brewski,"Brewski  / Nightmare on 18th Street APA / APA / 6,0%",800.0,Liters,Sweden,1.0,6.0
1848,Brewski,"Brewski 50 States Of Freedom / 0,33",450.0,Pieces,Sweden,0.33,4.0
1685,Brewski,Brewski 50 States Of Freedom/50 Stejts of fridom,960.0,Liters,Sweden,1.0,4.0
3412,Brewski,Brewski Aprikosefeber DDH NEIPA 0.33,500.0,Pieces,Sweden,0.33,6.0
616,Brewski,"Brewski Barbarian / IPA / 6% / 0,33",420.0,Pieces,Sweden,0.33,6.0
962,Brewski,Brewski Barbarian IPA,960.0,Liters,Sweden,1.0,6.0
2901,Brewski,"Brewski Bean There, Done That 0.33",540.0,Pieces,Sweden,0.33,3.5
2680,Brewski,"Brewski Bean There, Done That Barrel 20L",1280.0,Liters,Sweden,1.0,3.5
4551,Brewski,Brewski Blabarsfeber 0.33,530.0,Pieces,Sweden,0.33,4.7
4759,Brewski,Brewski Blueberry Pie 0.33,550.0,Pieces,Sweden,0.33,4.0
2059,Brewski,Brewski Bosstime 9.1%,500.0,Pieces,Sweden,0.33,9.1
2706,Brewski,"Brewski Brewpig Mutant Ninja Pilsner 0,33",400.0,Pieces,Sweden,0.33,5.0
1393,Brewski,"Brewski Brewskival Pilsner / 4,7% / 0,33",410.0,Pieces,Sweden,0.33,4.7
3865,Brewski,Brewski Brooklyn Betty 0.33,470.0,Pieces,Sweden,0.33,6.5
948,Brewski,"Brewski Candy Queen / berliner weisse / 4,7% / 0,33",480.0,Pieces,Sweden,0.33,4.7
1167,Brewski,Brewski Candy Queen BW,960.0,Liters,Sweden,1.0,4.7
3415,Brewski,Brewski Catman Or Robin 0.33,490.0,Pieces,Sweden,0.33,4.7
3864,Brewski,Brewski Chocolate Chipotle Cloud 0.33,670.0,Pieces,Sweden,0.33,12.5
1170,Brewski,"Brewski Coffee Snoutjuice / imperial stout / 11,5% / 0,33",450.0,Pieces,Sweden,0.33,11.5
2061,Brewski,Brewski Collabski 7%,590.0,Pieces,Sweden,0.33,7.0
617,Brewski,"Brewski Conan / double IPA / 8% / 0,33",430.0,Pieces,Sweden,0.33,8.0
1381,Brewski,Brewski Conan DIPA Barrel 20l,960.0,Liters,Sweden,1.0,8.0
3432,Brewski,Brewski Creamy Carousel 0.33,480.0,Pieces,Sweden,0.33,4.7
4998,Brewski,Brewski Didn't We Just Become Best Friends? 0.33,480.0,Pieces,Sweden,0.33,4.2
3863,Brewski,Brewski Disco Danke 0.33,460.0,Pieces,Sweden,0.33,6.0
2708,Brewski,"Brewski Do I Have A Contact In Moscow 0,33",520.0,Pieces,Sweden,0.33,8.5
2710,Brewski,"Brewski Dolph DDH IPA 0,33",520.0,Pieces,Sweden,0.33,6.0
1392,Brewski,"Brewski Donkeyboy DIPA / 8% / 0,33",480.0,Pieces,Sweden,0.33,8.0
4960,Brewski,Brewski Don't Mention The Elefant In The Room 0.33,570.0,Pieces,Sweden,0.33,5.0
4341,Brewski,Brewski Duck Diving 0.33,550.0,Pieces,Sweden,0.33,5.6
4552,Brewski,Brewski Easy Prey 0.33,500.0,Pieces,Sweden,0.33,8.2
3164,Brewski,Brewski Eric Imperial Oatmeal Stout Barrel20,1480.0,Liters,Sweden,1.0,11.5
2905,Brewski,Brewski Floripa 0.33,480.0,Pieces,Sweden,0.33,6.5
3862,Brewski,Brewski Glutard IPA 0.33,500.0,Pieces,Sweden,0.33,6.0
2681,Brewski,Brewski Halo Milkshake Berliner Barrel 20L,1120.0,Liters,Sweden,1.0,4.7
2875,Brewski,Brewski Heinrich NEIPA Barrel 20L,1200.0,Liters,Sweden,1.0,5.5
1851,Brewski,Brewski Herr Hemlig 2.0 IPA/Herr Hemlig 2.0 IPA,400.0,Pieces,Sweden,0.33,5.6
1171,Brewski,"Brewski Holy feber Mango SIPA / session IPA / 3,5% / 0,33",450.0,Pieces,Sweden,0.33,3.5
1972,Brewski,Brewski Homeland Berliner Weisse,960.0,Liters,Sweden,1.0,4.0
2709,Brewski,"Brewski Lions Den 0,33",450.0,Pieces,Sweden,0.33,3.5
2247,Brewski,"Brewski Magic Valley DIPA 7,77% / 0.33",520.0,Pieces,Sweden,0.33,7.77
1166,Brewski,Brewski Mango Hallon Feber,960.0,Liters,Sweden,1.0,5.5
615,Brewski,Brewski Mango Hallon Feber APA 0.33,480.0,Pieces,Sweden,0.33,5.5
4999,Brewski,Brewski Mango Hallonfeber 0.33,480.0,Pieces,Sweden,0.33,5.5
373,Brewski,"Brewski Mangofeber / double IPA / 8% / 0,but.",450.0,Pieces,Sweden,0.33,8.0
2902,Brewski,Brewski Mangofeber DDH NEIPA 0.33,520.0,Pieces,Sweden,0.33,6.0
3861,Brewski,Brewski Mangofeber DIPA 0.33,490.0,Pieces,Sweden,0.33,8.0
1380,Brewski,Brewski Mangofeber DIPA Barrel 20l,960.0,Liters,Sweden,1.0,8.0
2874,Brewski,Brewski Mangofeber DIPA Barrel 20L,1120.0,Liters,Sweden,1.0,8.0
1793,Brewski,Brewski Mangofeber Session IPA 0.33,460.0,Pieces,Sweden,0.33,3.5
